Date,Close
22/06/2016,98.79
23/06/2016,99.02
24/06/2016,95.72
27/06/2016,94.38
28/06/2016,96.05
29/06/2016,96.98
30/06/2016,97.82
1/7/16,98.03
5/7/16,97.66
6/7/16,98.45
7/7/16,98.41
8/7/16,99.62
11/7/16,99.98
12/7/16,100.2
13/07/2016,99.88
14/07/2016,99.97
15/07/2016,99.8
18/07/2016,100.15
19/07/2016,99.47
20/07/2016,98.22
21/07/2016,98.01
22/07/2016,97.71
25/07/2016,97.39
26/07/2016,96.69
27/07/2016,96.33
28/07/2016,95.91
29/07/2016,95.95
1/8/16,95.54
2/8/16,95.01
3/8/16,96.09
4/8/16,95.16
5/8/16,95.83
8/8/16,95.75
9/8/16,96.67
10/8/16,97.86
11/8/16,97.77
12/8/16,96.84
15/08/2016,97.1
16/08/2016,96.88
17/08/2016,96.87
18/08/2016,96.65
19/08/2016,96.39
22/08/2016,95.87
23/08/2016,95.97
24/08/2016,95.82
25/08/2016,95.55
26/08/2016,95.21
29/08/2016,94.87
30/08/2016,94.86
31/08/2016,94.46
1/9/16,94.26
2/9/16,94.42
6/9/16,93.8
7/9/16,93.71
8/9/16,94.09
9/9/16,92.42
12/9/16,93.64
13/09/2016,92.7
14/09/2016,92.26
15/09/2016,92.5
16/09/2016,92.56
19/09/2016,92.63
20/09/2016,92.95
21/09/2016,92.39
22/09/2016,93.41
23/09/2016,93.27
26/09/2016,91.96
27/09/2016,91.72
28/09/2016,92.2
29/09/2016,91.8
30/09/2016,92.86
3/10/16,92.49
4/10/16,92.59
5/10/16,92.45
6/10/16,92.83
7/10/16,92.49
10/10/16,92.49
11/10/16,91.86
12/10/16,91.41
13/10/2016,91.12
14/10/2016,91.3
17/10/2016,90.83
18/10/2016,91.17
19/10/2016,91.93
20/10/2016,92.03
21/10/2016,93.03
24/10/2016,93.37
25/10/2016,92.75
26/10/2016,93.49
27/10/2016,94.02
28/10/2016,93.85
31/10/2016,92.69
1/11/16,92.39
2/11/16,91.91
3/11/16,93.37
4/11/16,92.45
7/11/16,94.43
8/11/16,94.38
9/11/16,94.64
10/11/16,94.96
11/11/16,97.68
14/11/2016,97.92
15/11/2016,97.7
16/11/2016,99.12
17/11/2016,99.37
18/11/2016,98.24
21/11/2016,97.63
22/11/2016,97.71
23/11/2016,98.26
25/11/2016,98.82
28/11/2016,98.97
29/11/2016,99.67
30/11/2016,99.12
1/12/16,98.94
2/12/16,98.5
5/12/16,99.96
6/12/16,100.66
7/12/16,101.99
8/12/16,103.38
9/12/16,104.86
12/12/16,104.06
13/12/2016,103.85
14/12/2016,104.05
15/12/2016,104.39
16/12/2016,103.91
19/12/2016,105.3
20/12/2016,105.46
21/12/2016,105.56
22/12/2016,105.42
23/12/2016,105.15
27/12/2016,105.17
28/12/2016,104.3
29/12/2016,104.56
30/12/2016,104.22
3/1/17,106.08
4/1/17,107.44
5/1/17,107.38
6/1/17,108.98
9/1/17,108.36
10/1/17,108.38
11/1/17,109.44
12/1/17,107.53
13/01/2017,108.06
17/01/2017,107.97
18/01/2017,108.16
19/01/2017,107.28
20/01/2017,107.66
23/01/2017,107.12
24/01/2017,107.9
25/01/2017,108.04
26/01/2017,108.06
27/01/2017,109.3
30/01/2017,110.94
31/01/2017,110.65
1/2/17,111.3
2/2/17,110.61
3/2/17,110.3
6/2/17,109.57
7/2/17,109
8/2/17,109
9/2/17,109.49
10/2/17,109.26
13/02/2017,109.65
14/02/2017,110.33
15/02/2017,110.18
16/02/2017,110.71
17/02/2017,110.06
21/02/2017,110.01
22/02/2017,110.12
23/02/2017,109.73
24/02/2017,110.32
27/02/2017,110.23
28/02/2017,110.09
1/3/17,111.04
2/3/17,110.59
3/3/17,111.24
6/3/17,110.67
7/3/17,110.86
8/3/17,110.84
9/3/17,111.03
10/3/17,110.92
13/03/2017,111.52
14/03/2017,112.31
15/03/2017,111.87
16/03/2017,111.71
17/03/2017,111.76
20/03/2017,112.71
21/03/2017,111.75
22/03/2017,112.08
23/03/2017,112.24
24/03/2017,112.14
27/03/2017,112.38
28/03/2017,113.05
29/03/2017,112.53
30/03/2017,113.18
31/03/2017,113.39
3/4/17,113.2
4/4/17,113.04
5/4/17,113
6/4/17,113.05
7/4/17,112.58
10/4/17,112.43
11/4/17,113.07
12/4/17,113.04
13/04/2017,113.2
17/04/2017,113.78
18/04/2017,114.19
19/04/2017,113.73
20/04/2017,114.79
21/04/2017,114.44
24/04/2017,113.7
25/04/2017,115.18
26/04/2017,115.58
27/04/2017,115.84
28/04/2017,115.6
1/5/17,114.73
2/5/17,114.37
3/5/17,111.62
4/5/17,111.17
5/5/17,111.99
8/5/17,111.42
9/5/17,112.07
10/5/17,109.66
11/5/17,109.58
12/5/17,109.69
15/05/2017,109.13
16/05/2017,107.98
17/05/2017,106.31
18/05/2017,106.68
19/05/2017,107.52
22/05/2017,107.63
23/05/2017,107.02
24/05/2017,107.71
25/05/2017,107.27
26/05/2017,108.41
30/05/2017,108.34
31/05/2017,107.94
1/6/17,108.21
2/6/17,107.18
5/6/17,106.52
6/6/17,105.5
7/6/17,105.92
8/6/17,104.32
9/6/17,105.62
12/6/17,107.04
13/06/2017,106.56
14/06/2017,106.14
15/06/2017,105.98
16/06/2017,105.51
19/06/2017,105.37
20/06/2017,103.94
21/06/2017,104.8
22/06/2017,104.22
23/06/2017,104.36
26/06/2017,105.57
27/06/2017,105.41
28/06/2017,106.86
29/06/2017,105.71
30/06/2017,106.25
3/7/17,107.46
5/7/17,105.63
6/7/17,103.35
7/7/17,103.32
10/7/17,103.59
11/7/17,103.84
12/7/17,104.38
13/07/2017,104.29
14/07/2017,105.09
17/07/2017,104.79
18/07/2017,105.75
19/07/2017,106.82
20/07/2017,107.36
21/07/2017,107.09
24/07/2017,107
25/07/2017,106.42
26/07/2017,106.94
27/07/2017,110
28/07/2017,109.96
31/07/2017,109.93
1/8/17,110.61
2/8/17,108.67
3/8/17,109.12
4/8/17,107.69
7/8/17,106.35
8/8/17,106.98
9/8/17,102.83
10/8/17,101.35
11/8/17,101.99
14/08/2017,101.4
15/08/2017,101.51
16/08/2017,102.2
17/08/2017,101.38
18/08/2017,100.7
21/08/2017,101.17
22/08/2017,102.77
23/08/2017,101.5
24/08/2017,101.52
25/08/2017,102.41
28/08/2017,102.56
29/08/2017,102.57
30/08/2017,102.87
31/08/2017,101.2
1/9/17,101.5
5/9/17,101.6
6/9/17,101.5
7/9/17,97.06
8/9/17,97.07
11/9/17,97.09
12/9/17,97.89
13/09/2017,98.82
14/09/2017,97.9
15/09/2017,98.52
18/09/2017,98.1
19/09/2017,98.43
20/09/2017,99.21
21/09/2017,98.89
22/09/2017,98.6
25/09/2017,99.57
26/09/2017,98.63
27/09/2017,99.24
28/09/2017,98.05
29/09/2017,98.57
2/10/17,99.86
3/10/17,100.79
4/10/17,100.55
5/10/17,100.11
6/10/17,100.07
9/10/17,99.57
10/10/17,99.58
11/10/17,98.55
12/10/17,96.93
13/10/2017,97.38
16/10/2017,98.13
17/10/2017,98.36
18/10/2017,98.25
19/10/2017,99.01
20/10/2017,99.4
23/10/2017,98.7
24/10/2017,98.29
25/10/2017,97.8
26/10/2017,98.56
27/10/2017,98.31
30/10/2017,98.04
31/10/2017,97.81
1/11/17,99.03
2/11/17,98.35
3/11/17,98.64
6/11/17,100.64
7/11/17,101.61
8/11/17,101.18
9/11/17,102.68
10/11/17,104.78
13/11/2017,104.74
14/11/2017,103.17
15/11/2017,103.69
16/11/2017,103.6
17/11/2017,103.44
20/11/2017,102.75
21/11/2017,103
22/11/2017,102.74
24/11/2017,102.64
27/11/2017,102.79
28/11/2017,103.41
29/11/2017,105.24
30/11/2017,104.82
1/12/17,105.25
4/12/17,110.22
5/12/17,107.22
6/12/17,105.46
7/12/17,105.26
8/12/17,104.23
11/12/17,106.83
12/12/17,107.43
13/12/2017,107.61
14/12/2017,110.57
15/12/2017,111.27
18/12/2017,111.03
19/12/2017,111.81
20/12/2017,109.69
21/12/2017,109.57
22/12/2017,108.67
26/12/2017,108.12
27/12/2017,107.64
28/12/2017,107.77
29/12/2017,107.51
2/1/18,111.8
3/1/18,112.28
4/1/18,112.23
5/1/18,111.62
8/1/18,110.02
9/1/18,109.94
10/1/18,109.47
11/1/18,110.99
12/1/18,112.47
16/01/2018,110.69
17/01/2018,111.97
18/01/2018,110.42
19/01/2018,110.59
22/01/2018,111.1
23/01/2018,110.41
24/01/2018,110.5
25/01/2018,110.55
26/01/2018,112.19
29/01/2018,111.54
30/01/2018,110.11
31/01/2018,108.67
1/2/18,110.49
2/2/18,108.7
5/2/18,104.7
6/2/18,106.17
7/2/18,104.76
8/2/18,101.35
9/2/18,103.09
12/2/18,103.39
13/02/2018,104.12
14/02/2018,104.6
15/02/2018,105.18
16/02/2018,106.53
20/02/2018,105.98
21/02/2018,105.05
22/02/2018,105.24
23/02/2018,107.25
26/02/2018,109.81
27/02/2018,104.87
28/02/2018,103.16
1/3/18,102.57
2/3/18,102.99
5/3/18,103.41
6/3/18,104.94
7/3/18,103.59
8/3/18,104.03
9/3/18,104.73
12/3/18,105.17
13/03/2018,103.73
14/03/2018,103.9
15/03/2018,103.24
16/03/2018,102.87
19/03/2018,101.48
20/03/2018,101.35
21/03/2018,101.82
22/03/2018,100.6
23/03/2018,98.54
26/03/2018,100.65
27/03/2018,99.36
28/03/2018,98.54
29/03/2018,100.44
2/4/18,98.66
3/4/18,99.42
4/4/18,100.95
5/4/18,102.11
6/4/18,100.35
9/4/18,99.7
10/4/18,101.37
11/4/18,100.8
12/4/18,100.39
13/04/2018,100.35
16/04/2018,100.24
17/04/2018,102.17
18/04/2018,101.21
19/04/2018,100.89
20/04/2018,100.24
23/04/2018,100.15
24/04/2018,99.46
25/04/2018,101.15
26/04/2018,99.84
27/04/2018,99.23
30/04/2018,100.33
1/5/18,100.06
2/5/18,99.62
3/5/18,98.76
4/5/18,101.15
7/5/18,102.48
8/5/18,101.79
9/5/18,99.97
10/5/18,101.68
11/5/18,102.07
14/05/2018,102.44
15/05/2018,102.92
16/05/2018,105.04
17/05/2018,104.34
18/05/2018,103.93
21/05/2018,104.06
22/05/2018,104.07
23/05/2018,102.89
24/05/2018,102.11
25/05/2018,102.2
29/05/2018,99.69
30/05/2018,99.98
31/05/2018,99.47
1/6/18,99.36
4/6/18,100.24
5/6/18,99.94
6/6/18,101.91
7/6/18,102.47
8/6/18,103.98
11/6/18,104.35
12/6/18,104.33
13/06/2018,106.31
14/06/2018,108.75
15/06/2018,108.85
18/06/2018,107.06
19/06/2018,106.1
20/06/2018,107.15
21/06/2018,105.89
22/06/2018,106.34
25/06/2018,104.45
26/06/2018,104.26
27/06/2018,103.96
28/06/2018,104.77
29/06/2018,104.81
2/7/18,105.33
3/7/18,104.04
5/7/18,105.34
6/7/18,104.78
9/7/18,106.02
10/7/18,106.03
11/7/18,108.04
12/7/18,108.25
13/07/2018,110
16/07/2018,110.2
17/07/2018,110.3
18/07/2018,110.69
19/07/2018,112.13
20/07/2018,111.48
23/07/2018,111.09
24/07/2018,110.7
25/07/2018,111.18
26/07/2018,113.51
27/07/2018,112.62
30/07/2018,112.63
31/07/2018,113.56
1/8/18,112.97
2/8/18,112.75
3/8/18,114.09
6/8/18,115.94
7/8/18,116.56
8/8/18,113.98
9/8/18,114.16
10/8/18,112.68
13/08/2018,112.12
14/08/2018,112.75
15/08/2018,112.85
16/08/2018,112.48
17/08/2018,112.48
20/08/2018,111.99
21/08/2018,112.39
22/08/2018,111.94
23/08/2018,112
24/08/2018,111.93
27/08/2018,112.33
28/08/2018,112.58
29/08/2018,112.45
30/08/2018,111.92
31/08/2018,112.02
4/9/18,110.85
5/9/18,109.87
6/9/18,110.26
7/9/18,110.97
10/9/18,110.68
11/9/18,109.6
12/9/18,109.46
13/09/2018,110.67
14/09/2018,109.26
17/09/2018,109.36
18/09/2018,109.53
19/09/2018,109.79
20/09/2018,111.62
21/09/2018,110.4
24/09/2018,112.77
25/09/2018,113.63
26/09/2018,115.21
27/09/2018,116.04
28/09/2018,116.94
1/10/18,116.24
2/10/18,117.66
3/10/18,116.91
4/10/18,116.13
5/10/18,114.78
8/10/18,116.02
9/10/18,116.89
10/10/18,112.86
11/10/18,111.15
12/10/18,112.61
15/10/2018,113.44
16/10/2018,116.19
17/10/2018,117.13
18/10/2018,116.18
19/10/2018,118.9
22/10/2018,118.27
23/10/2018,117.85
24/10/2018,111.61
25/10/2018,114.16
26/10/2018,113.19
29/10/2018,113.04
30/10/2018,114.76
31/10/2018,114.83
1/11/18,116.1
2/11/18,115.18
5/11/18,115.45
6/11/18,116.71
7/11/18,117.05
8/11/18,116
9/11/18,118
12/11/18,116.7
13/11/2018,116.85
14/11/2018,117.12
15/11/2018,117.11
16/11/2018,116.19
19/11/2018,115.42
20/11/2018,111.87
21/11/2018,113.03
23/11/2018,112.08
26/11/2018,112.55
27/11/2018,113.9
28/11/2018,116.1
29/11/2018,116.61
30/11/2018,115.49
3/12/18,115.74
4/12/18,112.87
6/12/18,114.33
7/12/18,111.98
10/12/18,111.86
11/12/18,111.97
12/12/18,112.21
13/12/2018,113.39
14/12/2018,112.2
17/12/2018,110.62
18/12/2018,109.45
19/12/2018,109.22
20/12/2018,107
21/12/2018,104.22
24/12/2018,100.35
26/12/2018,105.83
27/12/2018,106.52
28/12/2018,107.3
31/12/2018,109.65
2/1/19,108.97
3/1/19,106.33
4/1/19,109.61
7/1/19,110.56
8/1/19,111.42
9/1/19,112.67
10/1/19,112.8
11/1/19,112.65
14/01/2019,112.42
15/01/2019,111.76
16/01/2019,110.91
17/01/2019,111.01
18/01/2019,111.04
22/01/2019,110.6
23/01/2019,111.12
24/01/2019,110.55
25/01/2019,111.09
28/01/2019,110.81
29/01/2019,110.9
30/01/2019,110.13
31/01/2019,111.52
1/2/19,111.3
4/2/19,111.8
5/2/19,112.66
6/2/19,111.41
7/2/19,110.95
8/2/19,111.51
11/2/19,109.44
12/2/19,109.2
13/02/2019,110.2
14/02/2019,110.66
15/02/2019,112.59
19/02/2019,113.51
20/02/2019,113.68
21/02/2019,114.29
22/02/2019,115.25
25/02/2019,113.59
26/02/2019,113.5
27/02/2019,112.78
28/02/2019,112.84
1/3/19,114.01
4/3/19,114.33
5/3/19,114
6/3/19,114.85
7/3/19,114.01
8/3/19,113.81
11/3/19,114.75
12/3/19,114.73
13/03/2019,114.09
14/03/2019,114.48
15/03/2019,114.96
18/03/2019,113.12
19/03/2019,110
20/03/2019,109.99
21/03/2019,108.66
22/03/2019,108.23
25/03/2019,107.79
26/03/2019,110.14
27/03/2019,110.28
28/03/2019,110.71
29/03/2019,111.03
1/4/19,112.51
2/4/19,111.96
3/4/19,112.52
4/4/19,114.75
5/4/19,115
8/4/19,114.96
9/4/19,116.86
10/4/19,117.16
11/4/19,116.6
12/4/19,130.06
15/04/2019,132.04
16/04/2019,129.9
17/04/2019,131.75
18/04/2019,132.45
22/04/2019,131.68
